,案例1,案例2,sim_w2v,sim_original,sim_vsm,sim_Human
273,\低温分离器_应力分布，弹塑性断裂，应力分析.json,\颚式破碎机机架_强度分析，刚度分析.json,0.428,0.423,0.5019578060538687,0.45
274,\低温分离器_应力分布，弹塑性断裂，应力分析.json,\风机叶轮_变形，应力分布，最大应力，最小应力.json,0.470,0.452,0.4800426723563986,0.5359621855863713
275,\低温分离器_应力分布，弹塑性断裂，应力分析.json,\高压低温压力容器_减小设计压力，降低筒体直径，合理进行压力与温度的设计工况组合.json,0.430,0.418,0.4657971306985123,0.49719626356546304
276,\低温分离器_应力分布，弹塑性断裂，应力分析.json,\高压压力容器筒体与封头连接处_应力分布，第一、第二主应力分析.json,0.535,0.535,0.5521762840331416,0.5783146239020498
277,\低温分离器_应力分布，弹塑性断裂，应力分析.json,\齿啮式压力容器Y形橡胶密封圈_硬度计算.json,0.449,0.449,0.5001930129390556,0.4683333333333333
278,\低温分离器_应力分布，弹塑性断裂，应力分析.json,\齿啮式快开压力容器_塑性载荷计算，应力分析.json,0.493,0.477,0.5135135135135136,0.5581479572353832
279,\低温液氩储罐_应力分析、应力强度.json,\剖分环式快开门压力容器_应力分布.json,0.479,0.479,0.5075192189225524,0.46296362432175336
280,\低温液氩储罐_应力分析、应力强度.json,\半内嵌式带肋外墙板_抗风承载力要求.json,0.458,0.427,0.45110709954768075,0.45
281,\低温液氩储罐_应力分析、应力强度.json,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,0.483,0.466,0.5153882032022076,0.45
282,\低温液氩储罐_应力分析、应力强度.json,\压力容器_优化设计，数值分析.json,0.473,0.463,0.5075192189225524,0.46004158022092806
283,\低温液氩储罐_应力分析、应力强度.json,\压力容器_应力场分析，计算应力，计算应变，最大位移.json,0.421,0.397,0.4573295603800235,0.45
284,\低温液氩储罐_应力分析、应力强度.json,\压力容器_强度分析，疲劳寿命计算.json,0.416,0.379,0.45110709954768075,0.45
285,\低温液氩储罐_应力分析、应力强度.json,\压力容器_疲劳强度分析.json,0.403,0.370,0.4285372672044641,0.46296362432175336
286,\低温液氩储罐_应力分析、应力强度.json,\压力容器不连续区_不连续区优化设计.json,0.384,0.359,0.4696682183138621,0.45
287,\低温液氩储罐_应力分析、应力强度.json,\压力容器及管道_局部应力计算.json,0.444,0.432,0.46381682852195866,0.45848668424791506
288,\低温液氩储罐_应力分析、应力强度.json,\压力容器开孔接管区_应力分析.json,0.530,0.514,0.48591265790377497,0.6055634918610404
289,\低温液氩储罐_应力分析、应力强度.json,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,0.519,0.515,0.5544369932703277,0.5510414518898061
290,\低温液氩储罐_应力分析、应力强度.json,\压力容器开孔补强_应力强度，塑性应变分布.json,0.514,0.479,0.5153882032022076,0.56
291,\低温液氩储罐_应力分析、应力强度.json,\压力容器快开门法兰_强度评定.json,0.466,0.449,0.5153882032022076,0.5110886243217534
292,\低温液氩储罐_应力分析、应力强度.json,\压力容器接管结构_应力分布，强度校核，应力强度分布.json,0.451,0.428,0.44460591382105025,0.45
293,\低温液氩储罐_应力分析、应力强度.json,\压力容器斜大开孔_应力分析.json,0.520,0.506,0.5,0.6147301585277072
294,\低温液氩储罐_应力分析、应力强度.json,\压力容器疲劳分析设计_极限载荷，安定载荷，疲劳寿命，静强度计算，疲劳计算.json,0.406,0.377,0.43386091563731227,0.45
295,\低温液氩储罐_应力分析、应力强度.json,\压力容器管口_疲劳分析.json,0.528,0.464,0.5075192189225524,0.45
296,\低温液氩储罐_应力分析、应力强度.json,\压力容器管板_应力场分析，计算应力，计算应变.json,0.503,0.479,0.537373290623879,0.45
297,\低温液氩储罐_应力分析、应力强度.json,\双螺杆挤出机闭合筒体_应力分析，应变分析.json,0.528,0.520,0.5007733956671915,0.5824536559755125
298,\低温液氩储罐_应力分析、应力强度.json,\反应堆压力容器_应力强度因子，热应变，J积分.json,0.476,0.460,0.5153882032022076,0.4788407567244681
299,\低温液氩储罐_应力分析、应力强度.json,\反应堆压力容器_应力强度，疲劳分析，应力分布.json,0.534,0.471,0.47295265146345866,0.5472991758938873
300,\低温液氩储罐_应力分析、应力强度.json,\圆柱滚子轴承_应力分布，热应力，最大接触应力.json,0.475,0.475,0.5294117647058824,0.50339399619894
301,\低温液氩储罐_应力分析、应力强度.json,\复合材料压力容器_最佳预紧力，疲劳寿命.json,0.436,0.427,0.46381682852195866,0.45
302,\低温液氩储罐_应力分析、应力强度.json,\复合盾构刀盘_力学性能，应力，变形分布云图.json,0.464,0.434,0.4573295603800235,0.45
303,\低温液氩储罐_应力分析、应力强度.json,\封头型式对压力容器_数值模拟，应力分布.json,0.455,0.431,0.492832882906958,0.46122682798775627
304,\低温液氩储罐_应力分析、应力强度.json,\封头开有极孔的CFRP压力容器壳体_应力分布.json,0.444,0.426,0.4573295603800235,0.46004158022092806
305,\低温液氩储罐_应力分析、应力强度.json,\快开式压力容器异型密封圈_解决密封问题，提高使用寿命.json,0.462,0.437,0.48507125007266594,0.46004158022092806
306,\低温液氩储罐_应力分析、应力强度.json,\无线充电线圈的铁氧体_铁氧体磁片参数对传输线圈的影响.json,0.450,0.450,0.48507125007266594,0.4574845519918375
307,\低温液氩储罐_应力分析、应力强度.json,\核压力容器法兰螺栓_最大薄膜应力，最大应力，弯曲应力强度.json,0.454,0.454,0.5009794328681195,0.45916666666666667
308,\低温液氩储罐_应力分析、应力强度.json,\球形压力容器_应力分布.json,0.392,0.370,0.4573295603800235,0.4658771324027147
309,\低温液氩储罐_应力分析、应力强度.json,\球形压力容器_形变分布，应力分布.json,0.481,0.471,0.5294117647058824,0.4866666666666667
310,\低温液氩储罐_应力分析、应力强度.json,\碳纤维缠绕铝内胆压力容器_评估安全可靠性，爆破动力分析.json,0.433,0.415,0.4573295603800235,0.45
311,\低温液氩储罐_应力分析、应力强度.json,\立式Ⅲ类压力容器法兰接头_分析计算，应力评定.json,0.373,0.359,0.4173111630559929,0.45
312,\低温液氩储罐_应力分析、应力强度.json,\管壳式换热器_结构模型优化设计.json,0.459,0.443,0.47058823529411764,0.45848668424791506
313,\低温液氩储罐_应力分析、应力强度.json,\薄板压力容器盖_压力分析，热应力分析.json,0.392,0.392,0.4776651472212257,0.4683333333333333
314,\低温液氩储罐_应力分析、应力强度.json,\行星滚柱丝杠_模态分析，螺纹啮合部位的静应力，疲劳破坏，疲劳分析.json,0.487,0.443,0.4451319072597258,0.45
315,\低温液氩储罐_应力分析、应力强度.json,\钛合金TC4制压力容器筒体_非线性屈曲分析，变形量，临界失稳点.json,0.454,0.421,0.46381682852195866,0.45
316,\低温液氩储罐_应力分析、应力强度.json,\颚式破碎机机架_强度分析，刚度分析.json,0.479,0.450,0.492832882906958,0.46122682798775627
317,\低温液氩储罐_应力分析、应力强度.json,\风机叶轮_变形，应力分布，最大应力，最小应力.json,0.481,0.455,0.47295265146345866,0.4724536559755125
318,\低温液氩储罐_应力分析、应力强度.json,\高压低温压力容器_减小设计压力，降低筒体直径，合理进行压力与温度的设计工况组合.json,0.433,0.433,0.4573295603800235,0.46296362432175336
319,\低温液氩储罐_应力分析、应力强度.json,\高压压力容器筒体与封头连接处_应力分布，第一、第二主应力分析.json,0.384,0.359,0.4547542969431243,0.45
320,\低温液氩储罐_应力分析、应力强度.json,\齿啮式压力容器Y形橡胶密封圈_硬度计算.json,0.456,0.443,0.4928053803045811,0.4683333333333333
321,\低温液氩储罐_应力分析、应力强度.json,\齿啮式快开压力容器_塑性载荷计算，应力分析.json,0.542,0.519,0.563883874434601,0.6213776419002043
322,\剖分环式快开门压力容器_应力分布.json,\半内嵌式带肋外墙板_抗风承载力要求.json,0.431,0.421,0.4865092359773211,0.45
323,\剖分环式快开门压力容器_应力分布.json,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,0.461,0.449,0.5539117094069973,0.45
324,\剖分环式快开门压力容器_应力分布.json,\压力容器_优化设计，数值分析.json,0.510,0.506,0.5454545454545454,0.4642009389360939
325,\剖分环式快开门压力容器_应力分布.json,\压力容器_应力场分析，计算应力，计算应变，最大位移.json,0.470,0.460,0.5222329678670935,0.4642009389360939
326,\剖分环式快开门压力容器_应力分布.json,\压力容器_强度分析，疲劳寿命计算.json,0.432,0.413,0.4865092359773211,0.4592966968020137
327,\剖分环式快开门压力容器_应力分布.json,\压力容器_疲劳强度分析.json,0.422,0.413,0.46216816065298133,0.46004158022092806
328,\剖分环式快开门压力容器_应力分布.json,\压力容器不连续区_不连续区优化设计.json,0.541,0.532,0.5720775535473553,0.4642009389360939
329,\剖分环式快开门压力容器_应力分布.json,\压力容器及管道_局部应力计算.json,0.433,0.429,0.5002164033860247,0.4620019839629796
330,\剖分环式快开门压力容器_应力分布.json,\压力容器开孔接管区_应力分析.json,0.468,0.462,0.5222329678670935,0.46229837387624884
331,\剖分环式快开门压力容器_应力分布.json,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,0.548,0.539,0.5940401295066864,0.4658771324027147
332,\剖分环式快开门压力容器_应力分布.json,\压力容器开孔补强_应力强度，塑性应变分布.json,0.452,0.440,0.5539117094069973,0.45
333,\剖分环式快开门压力容器_应力分布.json,\压力容器快开门法兰_强度评定.json,0.482,0.476,0.5846845821518305,0.47933333333333333
334,\剖分环式快开门压力容器_应力分布.json,\压力容器接管结构_应力分布，强度校核，应力强度分布.json,0.593,0.580,0.5574784668619939,0.5912179981578116
335,\剖分环式快开门压力容器_应力分布.json,\压力容器斜大开孔_应力分析.json,0.467,0.460,0.5672273623252055,0.49331977577443287
336,\剖分环式快开门压力容器_应力分布.json,\压力容器疲劳分析设计_极限载荷，安定载荷，疲劳寿命，静强度计算，疲劳计算.json,0.430,0.417,0.46790960017870326,0.46229837387624884
337,\剖分环式快开门压力容器_应力分布.json,\压力容器管口_疲劳分析.json,0.535,0.532,0.6060606060606061,0.461
338,\剖分环式快开门压力容器_应力分布.json,\压力容器管板_应力场分析，计算应力，计算应变.json,0.527,0.517,0.5757575757575758,0.45
339,\剖分环式快开门压力容器_应力分布.json,\双螺杆挤出机闭合筒体_应力分析，应变分析.json,0.450,0.447,0.5083042452524146,0.45
340,\剖分环式快开门压力容器_应力分布.json,\反应堆压力容器_应力强度因子，热应变，J积分.json,0.466,0.460,0.5539117094069973,0.4806317072095822
341,\剖分环式快开门压力容器_应力分布.json,\反应堆压力容器_应力强度，疲劳分析，应力分布.json,0.559,0.550,0.5647824947249052,0.604994341287787
342,\剖分环式快开门压力容器_应力分布.json,\圆柱滚子轴承_应力分布，热应力，最大接触应力.json,0.458,0.434,0.5075192189225524,0.5890190431846973
343,\剖分环式快开门压力容器_应力分布.json,\复合材料压力容器_最佳预紧力，疲劳寿命.json,0.493,0.490,0.5296408977028497,0.45
344,\剖分环式快开门压力容器_应力分布.json,\复合盾构刀盘_力学性能，应力，变形分布云图.json,0.448,0.437,0.49322002520781055,0.45
345,\剖分环式快开门压力容器_应力分布.json,\封头型式对压力容器_数值模拟，应力分布.json,0.565,0.556,0.6253053994807225,0.6515186956025638
346,\剖分环式快开门压力容器_应力分布.json,\封头开有极孔的CFRP压力容器壳体_应力分布.json,0.614,0.606,0.5512459105263765,0.6842009389360939
347,\剖分环式快开门压力容器_应力分布.json,\快开式压力容器异型密封圈_解决密封问题，提高使用寿命.json,0.452,0.443,0.5231388366621641,0.4642009389360939
348,\剖分环式快开门压力容器_应力分布.json,\无线充电线圈的铁氧体_铁氧体磁片参数对传输线圈的影响.json,0.400,0.400,0.4923659639173309,0.46058475493514317
349,\剖分环式快开门压力容器_应力分布.json,\核压力容器法兰螺栓_最大薄膜应力，最大应力，弯曲应力强度.json,0.404,0.404,0.5085133809309825,0.46296362432175336
350,\剖分环式快开门压力容器_应力分布.json,\球形压力容器_应力分布.json,0.552,0.546,0.49322002520781055,0.67
351,\剖分环式快开门压力容器_应力分布.json,\球形压力容器_形变分布，应力分布.json,0.511,0.507,0.537373290623879,0.6055634918610404
352,\剖分环式快开门压力容器_应力分布.json,\碳纤维缠绕铝内胆压力容器_评估安全可靠性，爆破动力分析.json,0.453,0.446,0.5222329678670935,0.45
353,\剖分环式快开门压力容器_应力分布.json,\立式Ⅲ类压力容器法兰接头_分析计算，应力评定.json,0.424,0.359,0.42358687104367887,0.45
354,\剖分环式快开门压力容器_应力分布.json,\管壳式换热器_结构模型优化设计.json,0.433,0.427,0.5075192189225524,0.4620019839629796
355,\剖分环式快开门压力容器_应力分布.json,\薄板压力容器盖_压力分析，热应力分析.json,0.376,0.376,0.48484848484848486,0.4642009389360939
356,\剖分环式快开门压力容器_应力分布.json,\行星滚柱丝杠_模态分析，螺纹啮合部位的静应力，疲劳破坏，疲劳分析.json,0.471,0.465,0.5083042452524146,0.45
357,\剖分环式快开门压力容器_应力分布.json,\钛合金TC4制压力容器筒体_非线性屈曲分析，变形量，临界失稳点.json,0.428,0.418,0.5002164033860247,0.45
358,\剖分环式快开门压力容器_应力分布.json,\颚式破碎机机架_强度分析，刚度分析.json,0.478,0.470,0.5627748595326503,0.4658771324027147
359,\剖分环式快开门压力容器_应力分布.json,\风机叶轮_变形，应力分布，最大应力，最小应力.json,0.475,0.469,0.5083042452524146,0.56
360,\剖分环式快开门压力容器_应力分布.json,\高压低温压力容器_减小设计压力，降低筒体直径，合理进行压力与温度的设计工况组合.json,0.440,0.440,0.49322002520781055,0.4683333333333333
361,\剖分环式快开门压力容器_应力分布.json,\高压压力容器筒体与封头连接处_应力分布，第一、第二主应力分析.json,0.525,0.516,0.5539117094069973,0.6197644307971344
362,\剖分环式快开门压力容器_应力分布.json,\齿啮式压力容器Y形橡胶密封圈_硬度计算.json,0.437,0.432,0.5296408977028497,0.4620019839629796
363,\剖分环式快开门压力容器_应力分布.json,\齿啮式快开压力容器_塑性载荷计算，应力分析.json,0.489,0.477,0.5151274263289283,0.4642009389360939
364,\半内嵌式带肋外墙板_抗风承载力要求.json,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,0.474,0.460,0.5231143743471868,0.4658771324027147
365,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器_优化设计，数值分析.json,0.467,0.453,0.5151274263289283,0.4683333333333333
366,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器_应力场分析，计算应力，计算应变，最大位移.json,0.445,0.435,0.4657971306985123,0.45
367,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器_强度分析，疲劳寿命计算.json,0.475,0.466,0.45945945945945954,0.45
368,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器_疲劳强度分析.json,0.452,0.445,0.4621465493667872,0.45
369,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器不连续区_不连续区优化设计.json,0.465,0.450,0.5102551914095146,0.45
370,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器及管道_局部应力计算.json,0.470,0.456,0.5001930129390556,0.4658771324027147
371,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器开孔接管区_应力分析.json,0.481,0.467,0.4931969619160719,0.45
372,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,0.487,0.467,0.561011665589618,0.4683333333333333
373,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器开孔补强_应力强度，塑性应变分布.json,0.492,0.492,0.5812381937190965,0.4658771324027147
374,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器快开门法兰_强度评定.json,0.469,0.455,0.5231143743471868,0.45
375,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器接管结构_应力分布，强度校核，应力强度分布.json,0.464,0.431,0.45127098950751027,0.4573496841525917
376,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器斜大开孔_应力分析.json,0.458,0.436,0.5074954869911409,0.45
377,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器疲劳分析设计_极限载荷，安定载荷，疲劳寿命，静强度计算，疲劳计算.json,0.446,0.439,0.44189395817353094,0.45
378,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器管口_疲劳分析.json,0.466,0.426,0.4865092359773211,0.4642009389360939
379,\半内嵌式带肋外墙板_抗风承载力要求.json,\压力容器管板_应力场分析，计算应力，计算应变.json,0.477,0.468,0.5151274263289283,0.4683333333333333
380,\半内嵌式带肋外墙板_抗风承载力要求.json,\双螺杆挤出机闭合筒体_应力分析，应变分析.json,0.469,0.455,0.4800426723563986,0.4724536559755125
381,\半内嵌式带肋外墙板_抗风承载力要求.json,\反应堆压力容器_应力强度因子，热应变，J积分.json,0.486,0.472,0.5231143743471868,0.45
382,\半内嵌式带肋外墙板_抗风承载力要求.json,\反应堆压力容器_应力强度，疲劳分析，应力分布.json,0.486,0.472,0.4800426723563986,0.45
383,\半内嵌式带肋外墙板_抗风承载力要求.json,\圆柱滚子轴承_应力分布，热应力，最大接触应力.json,0.452,0.432,0.4793012932694108,0.45
384,\半内嵌式带肋外墙板_抗风承载力要求.json,\复合材料压力容器_最佳预紧力，疲劳寿命.json,0.456,0.442,0.5001930129390556,0.4658771324027147
385,\半内嵌式带肋外墙板_抗风承载力要求.json,\复合盾构刀盘_力学性能，应力，变形分布云图.json,0.488,0.483,0.5205967931336314,0.4724536559755125
386,\半内嵌式带肋外墙板_抗风承载力要求.json,\封头型式对压力容器_数值模拟，应力分布.json,0.496,0.482,0.5314847358217434,0.45
387,\半内嵌式带肋外墙板_抗风承载力要求.json,\封头开有极孔的CFRP压力容器壳体_应力分布.json,0.478,0.463,0.4931969619160719,0.4658771324027147
388,\半内嵌式带肋外墙板_抗风承载力要求.json,\快开式压力容器异型密封圈_解决密封问题，提高使用寿命.json,0.508,0.494,0.5231143743471868,0.4683333333333333
389,\半内嵌式带肋外墙板_抗风承载力要求.json,\无线充电线圈的铁氧体_铁氧体磁片参数对传输线圈的影响.json,0.436,0.410,0.46499055497527714,0.48175426480542943
390,\半内嵌式带肋外墙板_抗风承载力要求.json,\核压力容器法兰螺栓_最大薄膜应力，最大应力，弯曲应力强度.json,0.440,0.413,0.4802401801501314,0.48175426480542943
391,\半内嵌式带肋外墙板_抗风承载力要求.json,\球形压力容器_应力分布.json,0.414,0.409,0.4931969619160719,0.45
392,\半内嵌式带肋外墙板_抗风承载力要求.json,\球形压力容器_形变分布，应力分布.json,0.463,0.448,0.5074954869911409,0.45
393,\半内嵌式带肋外墙板_抗风承载力要求.json,\碳纤维缠绕铝内胆压力容器_评估安全可靠性，爆破动力分析.json,0.462,0.453,0.4931969619160719,0.4683333333333333
394,\半内嵌式带肋外墙板_抗风承载力要求.json,\立式Ⅲ类压力容器法兰接头_分析计算，应力评定.json,0.415,0.396,0.426704597650132,0.45
395,\半内嵌式带肋外墙板_抗风承载力要求.json,\管壳式换热器_结构模型优化设计.json,0.470,0.456,0.5074954869911409,0.4642009389360939
396,\半内嵌式带肋外墙板_抗风承载力要求.json,\薄板压力容器盖_压力分析，热应力分析.json,0.386,0.359,0.42927285527410686,0.45
397,\半内嵌式带肋外墙板_抗风承载力要求.json,\行星滚柱丝杠_模态分析，螺纹啮合部位的静应力，疲劳破坏，疲劳分析.json,0.497,0.483,0.4800426723563986,0.4683333333333333
398,\半内嵌式带肋外墙板_抗风承载力要求.json,\钛合金TC4制压力容器筒体_非线性屈曲分析，变形量，临界失稳点.json,0.484,0.477,0.527981513657892,0.4683333333333333
399,\半内嵌式带肋外墙板_抗风承载力要求.json,\颚式破碎机机架_强度分析，刚度分析.json,0.501,0.494,0.561011665589618,0.4683333333333333
400,\半内嵌式带肋外墙板_抗风承载力要求.json,\风机叶轮_变形，应力分布，最大应力，最小应力.json,0.524,0.511,0.533380747062665,0.45785714285714285
401,\半内嵌式带肋外墙板_抗风承载力要求.json,\高压低温压力容器_减小设计压力，降低筒体直径，合理进行压力与温度的设计工况组合.json,0.434,0.425,0.4383972994809528,0.45
402,\半内嵌式带肋外墙板_抗风承载力要求.json,\高压压力容器筒体与封头连接处_应力分布，第一、第二主应力分析.json,0.465,0.450,0.4940524646612319,0.45
403,\半内嵌式带肋外墙板_抗风承载力要求.json,\齿啮式压力容器Y形橡胶密封圈_硬度计算.json,0.453,0.444,0.5001930129390556,0.45
404,\半内嵌式带肋外墙板_抗风承载力要求.json,\齿啮式快开压力容器_塑性载荷计算，应力分析.json,0.453,0.437,0.48648648648648657,0.45
405,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器_优化设计，数值分析.json,0.529,0.529,0.6154574548966636,0.5459209314720961
406,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器_应力场分析，计算应力，计算应变，最大位移.json,0.526,0.526,0.5892556509887895,0.4800780713388086
407,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器_强度分析，疲劳寿命计算.json,0.485,0.481,0.4940524646612319,0.45
408,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器_疲劳强度分析.json,0.513,0.499,0.5245497488555211,0.48872682798775624
409,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器不连续区_不连续区优化设计.json,0.499,0.499,0.6132223631495076,0.4800780713388086
410,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器及管道_局部应力计算.json,0.482,0.482,0.5378528742004771,0.46375
411,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器开孔接管区_应力分析.json,0.489,0.489,0.5303300858899106,0.45
412,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器开孔补强_应力强度水平，塑性应变量，应力强度.json,0.548,0.527,0.6032506032509048,0.4658771324027147
413,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器开孔补强_应力强度，塑性应变分布.json,0.563,0.546,0.6562499999999999,0.47750000000000004
414,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器快开门法兰_强度评定.json,0.523,0.523,0.5937499999999999,0.45
415,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器接管结构_应力分布，强度校核，应力强度分布.json,0.451,0.439,0.4582892861146133,0.45
416,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器斜大开孔_应力分析.json,0.466,0.459,0.5457051563317492,0.45
417,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器疲劳分析设计_极限载荷，安定载荷，疲劳寿命，静强度计算，疲劳计算.json,0.450,0.450,0.47516444521870527,0.45
418,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器管口_疲劳分析.json,0.612,0.585,0.6154574548966636,0.5453683372857503
419,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\压力容器管板_应力场分析，计算应力，计算应变.json,0.582,0.582,0.6462303276414968,0.537324228214931
420,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\双螺杆挤出机闭合筒体_应力分析，应变分析.json,0.509,0.509,0.5448623679425841,0.46944543648263004
421,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\反应堆压力容器_应力强度因子，热应变，J积分.json,0.495,0.495,0.5624999999999999,0.45
422,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\反应堆压力容器_应力强度，疲劳分析，应力分布.json,0.568,0.568,0.6022163014102245,0.45
423,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\圆柱滚子轴承_应力分布，热应力，最大接触应力.json,0.501,0.489,0.5457051563317492,0.5055699634095016
424,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\复合材料压力容器_最佳预紧力，疲劳寿命.json,0.510,0.510,0.567733589433837,0.5279166666666667
425,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\复合盾构刀盘_力学性能，应力，变形分布云图.json,0.494,0.486,0.55979286843935,0.4888908729652601
426,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\封头型式对压力容器_数值模拟，应力分布.json,0.565,0.565,0.6350006350009525,0.5214470958122162
427,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\封头开有极孔的CFRP压力容器壳体_应力分布.json,0.576,0.576,0.6481812160876684,0.5558676056027605
428,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\快开式压力容器异型密封圈_解决密封问题，提高使用寿命.json,0.562,0.562,0.5937499999999999,0.5155804186790433
429,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\无线充电线圈的铁氧体_铁氧体磁片参数对传输线圈的影响.json,0.435,0.411,0.4999999999999999,0.47750000000000004
430,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\核压力容器法兰螺栓_最大薄膜应力，最大应力，弯曲应力强度.json,0.515,0.491,0.5809475019311126,0.5330699634095015
431,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\球形压力容器_应力分布.json,0.458,0.453,0.5303300858899106,0.5055699634095016
432,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\球形压力容器_形变分布，应力分布.json,0.471,0.471,0.5457051563317492,0.45
433,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\碳纤维缠绕铝内胆压力容器_评估安全可靠性，爆破动力分析.json,0.551,0.551,0.5892556509887895,0.5300437990693814
434,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\立式Ⅲ类压力容器法兰接头_分析计算，应力评定.json,0.429,0.405,0.4588314677411235,0.5141666666666667
435,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\管壳式换热器_结构模型优化设计.json,0.476,0.476,0.5457051563317492,0.46229837387624884
436,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\薄板压力容器盖_压力分析，热应力分析.json,0.505,0.484,0.5231388366621641,0.5416666666666667
437,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\行星滚柱丝杠_模态分析，螺纹啮合部位的静应力，疲劳破坏，疲劳分析.json,0.551,0.551,0.5448623679425841,0.4658771324027147
438,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\钛合金TC4制压力容器筒体_非线性屈曲分析，变形量，临界失稳点.json,0.526,0.517,0.567733589433837,0.5214470958122162
439,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\颚式破碎机机架_强度分析，刚度分析.json,0.601,0.587,0.6350006350009525,0.49337713240271475
440,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\风机叶轮_变形，应力分布，最大应力，最小应力.json,0.490,0.469,0.5161854012087639,0.45
441,\卡箍式快开门压力容器_卡箍应力分布，上下法兰应力分布，压力容器应力分布.json,\高压低温压力容器_减小设计压力，降低筒体直径，合理进行压力与温度的设计工况组合.json,0.486,0.477,0.5008673033404711,0.49970328627632854
